id,name,description,location,start_on,estimated_completed_on,number_of_views,number_of_appearances,doctor_id,created_at,updated_at,archived,primary_contact_email,principal,active,longitude,latitude
41,"Literacy-Adapted Psychosocial Treatments for Chronic Pain --- ""Learning About Mastering/My Pain"" (LAMP)","Chronic pain is a significant public health problem that affects over 116 million Americans, costs $600 billion annually, and is unequally borne by people in low-income brackets, especially ethnic minorities. Many individuals also have health literacy deficits (difficulty understanding their illness and difficulty navigating the health care system for treatment) putting them at a greater disadvantage. Treatment usually relies on expensive medical interventions that often have negative side-effects. Psychosocial treatments, like Pain Education and Cognitive-Behavioral Therapy (CBT), show promise, but are usually unavailable. Clinicians are poorly equipped to provide psychosocial treatments to patients with low health literacy. CBT has not been adapted and supported for use in individuals with low health literacy, and even educational materials are often poorly adapted for their needs.
To address this problem, the PI completed a small trial showing benefits from health literacy-adapted pain education and CBT groups for chronic pain in a population with low income and low health literacy. Patients in both treatments reported lower pain by the end of treatment, and the effects were maintained at one year. Patients in the CBT group also reported less depression. The current study uses a larger sample, and directly compares these psychosocial treatments to medical treatment-as-usual to seek better evidence for or against their widespread use in community settings.
Our research questions:
In people with chronic pain and low income and/or low literacy, does participating in a health-literacy-adapted psychosocial treatment improve their pain and interference in daily activities due to pain by the end of treatment when compared with a group receiving typical medical care, and are these effects maintained 6 months later?
Does participation in the CBT pain management group improve symptoms of depression better than a pain education group by the end of treatment, and are these effects maintained 6 months later?
In partnership with a federally qualified health center, we will enroll 294 patients with chronic pain. Main outcomes will be patient-reported pain intensity, pain interference, depression, and perceived change. From an earlier trial, we expect that our participants will be ~75% female and ~70% African American, and will have low literacy and low income (~60% in the low 15% nationally on word reading, and 90% at or below the poverty threshold).","Duke Regional Hospital, Durham, NC, United States",2015-10-14,2016-01-27,,,40,2015-03-30 01:58:48.965554,2015-03-30 01:58:48.965554,,drhouse@duke.com,Dr. Gregory House,t,-78.9000668,36.0368528
42,Online Chronic Pain Therapy for Adults,"This study will evaluate the efficacy of an eight-module, online, self-directed treatment for chronic pain using Acceptance-Based Behavioural Therapy (ABBT) as the treatment modality. The online modules are tailored to the unique issues of individuals with a military background. The modules will be delivered via the WebCAPSI Therapy program, an online, password-protected program that allows participants to anonymously progress through all modules at their own pace. ABBT modules cover the following: Introduction, Acceptance, Values, Cognitive Defusion, Mindfulness, Exercise/Pacing/Communication Skills, Self-as-Context, and Willingness. Modules encourage understanding of the information through audio files, military-specific vignettes, written materials, and homework exercises. Modules are designed to be completed in 60 minutes or less. Participants will have access to the online treatment for a three month period and will be encouraged to complete one module per week.","Duke Regional Hospital, Durham, NC, United States",2015-11-18,2016-01-27,,,40,2015-03-30 02:00:23.458707,2015-03-30 02:00:23.458707,,drhouse@duke.com,Dr. Gregory House,t,-78.9000668,36.0368528
43,Mindfulness Based Chronic Pain Management: A Pilot Study (MBCPM),The primary objective for this pilot study is to determine if the Mindfulness-Based Chronic Pain Management (MBCPM) intervention would decrease pain and pain catastrophizing and increase pain acceptance in participants with chronic pain. The secondary objective is to explore if MBCPM will reduce depression and increase quality of life and mindfulness in the same group of participants. The additional aim of the pilot study is to evaluate the feasibility of conducting the MBCPM intervention in participants with chronic pain. We hypothesize that participants with chronic pain will show relatively good compliance with completing the MBCPM protocol and will show increased satisfaction associated with improvement in pain-related and other psychosocial indicators of functioning.,"Duke Regional Hospital, Durham, NC, United States",2015-10-15,2016-01-20,,,40,2015-03-30 02:11:24.280307,2015-03-30 02:11:24.280307,,drhouse@duke.com,Dr. Gregory House,t,-78.9000668,36.0368528
44,QTc and Perceived Sleep Follow up Among Chronic Pain Patients With Opiate Medication,"Since the reports of three deaths attributed to Torsade de Point (TdP) related to treatment with the long-acting methadone derivative levomethadyl acetate HCl (LAAM), methadone has been scrutinized for any possible association with TdP. Since then, several studies among Methadone Maintenance Treatment (MMT) patients and chronic pain patients were done, reporting diverse results about possible association between methadone dose and QTc prolongation. Most studies however were cross-sectional and generally found insignificant clinical prolongation of QTc. A follow up studies are of importance, and although few studies have started evaluating QTc among MMT patients, none was done among chronic pain patients with no history of drug usage. One study of 8 chronic pain patients experiencing insufficient pain control or intolerable side effects during treatment with oral morphine switched to oral methadone showed insignificant modest increase QTc following 9 month.
Perceived Sleep:
Chronic pain patients as well as drug addicts are known to suffer from poor sleep. Some studies found possible relation to methadone dose, however, no causal association was found and importantly some also found association with duration of opiate usage before starting methadone when entry to MMT clinic. Thus, patients with no history of opiate addiction are an important interesting group that may help understand relation between methadone usage and sleep quality. However, sleep must be evaluate before opiate administration and a follow up study is needed","Duke Regional Hospital, Durham, NC, United States",2015-10-01,2015-11-25,,,40,2015-03-30 02:12:31.151916,2015-03-30 02:12:31.151916,,drhouse@duke.com,Dr. Gregory House,t,-78.9000668,36.0368528
45,Lidocaine Infusion for Chronic Pain in Opioid Dependent Patients,"Prescription drug abuse represents a major healthcare problem, with treatment costs reaching billions of dollars annually in the United States alone. Today opioids are commonly prescribed for chronic non-cancer pain and are only partially effective for short-term pain relief. Whereas opioids are initially part of the solution for pain, it eventually often turns to be a problem in patient with chronic pain. Long-term treatment with opioids can be complicated by development of tolerance, dependency, addiction, abnormal pain sensitivity, hormonal changes, and immune modulation. Unfortunately, the chronic use of anti-inflammatory drugs is associated with a marked increase in adverse effects.
The purpose of this study is to determine whether systemic administration of lidocaine provides effective pain relief in opioid dependent chronic pain patients. Investigators intend to demonstrate that lidocaine infusion can improve pain relief and physical function in opioid dependent patients, thus improving compliance and patient satisfaction, which may potentially help wean patients off narcotics. The long-term goal of this proposal is to decrease opioid dependence in chronic pain patients by using lidocaine infusion.","Duke Regional Hospital, Durham, NC, United States",2015-07-22,2015-11-18,,,40,2015-03-30 02:14:43.980806,2015-03-30 02:14:43.980806,,drhouse@duke.com,Dr. Gregory House,t,-78.9000668,36.0368528
48,Web-Based CBT for Children With Chronic Pain,"Chronic pain is an important problem for children and adolescents owing to its high prevalence rate and significant impact on children's mood, daily functioning, and overall quality of life. Effective psychological treatments have been developed to change behaviors and thoughts important in the child's ability to cope with chronic pain. However, the majority of children do not have access to these treatments due to a variety of barriers such as geographical distance from pediatric pain treatment centers.
The purpose of this study is to develop a more accessible method of delivering effective psychological treatment to reduce pain and increase function in children. Children with chronic headache, abdominal, or musculoskeletal pain will be randomized to either receive the web-based treatment right away or to be in a wait-list control condition and receive the treatment 8 weeks later. Both groups of children will continue to receive clinical care through specialty medical clinics. Children's level of pain, their ability to perform, daily functional activities, and overall quality of life will be evaluated before treatment begins, immediately after treatment, and at a 3 month follow up.","170 Manning Drive, Chapel Hill, NC, United States",2015-12-23,2016-03-31,,,67,2015-03-30 02:21:06.060767,2015-03-30 02:21:06.060767,,lcuddy@unc.com,Dr. Lisa Cuddy,t,-79.0498218,35.9026439
49,The Clinical Evaluation of Implantable Pump System For Safety And Delivery Accuracy In Patients Requiring Intrathecal Administration Of Morphine Sulfate For Chronic Pain,"The objectives of this study are to confirm the medication delivery accuracy of the Infusion System, LLC Implantable Drug Delivery System (IDDS) with Patient Controlled Analgesia for intrathecal delivery of morphine sulfate for pain control, and to determine the safety profile of the system with PCA for intrathecal delivery of morphine sulfate for pain control.","170 Manning Drive, Chapel Hill, NC, United States",2015-12-23,2016-03-31,,,67,2015-03-30 02:22:52.943614,2015-03-30 02:22:52.943614,,lcuddy@unc.com,Dr. Lisa Cuddy,t,-79.0498218,35.9026439
50,rTMS for the Treatment of Chronic Pain in GW1 Veterans,"A number of studies have been conducted on the health of veterans deployed to Iraq during GW1. The focus of these studies has been primarily to define the nature of symptoms and symptom clusters and to determine if evidence supports the definition of a new unique illness. Most noteworthy is the ""Iowa Study"", a cross-sectional study of 3,695 veterans from Iowa consisting of those who were and were not deployed in GW1. In telephone interviews the Gulf War deployed veterans reported approximately twice the number of symptoms compared to those who were not deployed.
The often ambiguous and seemingly treatment resistant symptoms presented by GW1 veterans represent a challenge to the Veteran's Affairs Health Care System on two fronts; efficacy in treatment and cost. In particular, unlike most medical conditions which can be diagnosed by objective medical findings, pain is a subjective experience (International Association for the Study of Pain, 1994). Therefore the investigators propose to engage in a clinical trial of rTMS in chronic pain that occurs in the context of multiple medical symptoms in the GW1 population. The symptom category approach will be applied with the restriction that enrolled GWI diagnosed patients will have symptoms of chronic pain as outlined in the musculoskeletal category and at least two additional symptoms.","170 Manning Drive, Chapel Hill, NC, United States",2015-12-02,2015-12-30,,,67,2015-03-30 02:24:29.143708,2015-03-30 02:24:29.143708,,lcuddy@unc.com,Dr. Lisa Cuddy,t,-79.0498218,35.9026439
51,"Incidence, Risk Factors, and Risk Model of Acute Kidney Injury in Pediatric Patients Who Undergoing Surgery for Congenital Heart Disease","Acute kidney injury (AKI) is a major complication after cardiac surgery and has been reported to be associated with adverse outcome. Previous studies have reported that the incidence of AKI in patients undergoing surgery for congenital heart disease is as high as 42% and AKI increase the patient mortality, intensive care unit stay and hospital stay. Previous studies have reported several risk factors for AKI after congenital heart surgery, however, perioperative variables including anesthesia-related factors have not been evaluated fully. In addition, a neutrophil-lymphocyte ratio (NLR), which have been reported to be a marker for systemic inflammation and associated with prognosis of cardiac and cancer patients might be able to predict development of postoperative AKI. Therefore, the investigators attempt to find out independent risk factors regarding perioperative variables including pulmonary hypertension, use of nitric oxide, use of hydroxyethyl starch, perioperative medication, hemodynamic variables and perioperative NLR.","1211 Medical Center Drive, Nashville, TN, United States",2015-10-29,2016-03-03,,,92,2015-03-30 02:29:46.784868,2015-03-30 02:29:46.784868,,harpo@vanderbilt.com,Dr. Harper Mixer,t,-86.8017829,36.1413237
52,Effect of Simvastatin on Cardiac Function,"It is well know that statins have been used to low cholesterol to prevent and treat coronary artery disease for many years. It was also reported that statins could protect endothelial function and cardiac function during coronary artery bypass graft. However, some results were controversial. Also, there is no clinical data available on statin cardiac protection during surgery in China where rheumatic heart disease is prevalent. Thus, the investigators are trying to see whether statins can protect heart injury during cardiac surgery in Chinese. Part of patients will receive statin treatment and part of will not before surgery in the study. Both patients' heart function will be measured and compared after surgery to determine whether statins can protect heart injury during heart surgery.","1211 Medical Center Drive, Nashville, TN, United States",2015-10-22,2015-12-24,,,92,2015-03-30 02:32:52.597324,2015-03-30 02:32:52.597324,,harpo@vanderbilt.edu,Dr. Harper Mixer,t,-86.8017829,36.1413237
53,Validity Study of Glutamine to Improve Cardiac Function in Cardiac Surgery,"In view of the lack of large-scale clinical study and potent evidence-based medicine, the investigators designed a randomized, double-blind, placebo-controlled study to ascertain whether preoperative intravenous administration with glutamine can improve the postoperative cardiac function and prognosis of adult patients undergoing cardiac surgery. The investigators want to detect the levels of myocardial protein O-GlcNAc modification and HSP70 expression, changes in sensitive indicators of myocardial injury, systemic inflammatory reaction and oxidative stress levels, and to examine the correlation between these changes and Clinical manifestations. The ultimate goal of the study is to explore a new way for clinical myocardial protection.","1211 Medical Center Drive, Nashville, TN, United States",2015-10-21,2016-02-18,,,92,2015-03-30 02:35:04.980808,2015-03-30 02:35:04.980808,,harpo@vanderbilt.com,Dr. Harper Mixer,t,-86.8017829,36.1413237
79,The Effects of Soy Dietary Fiber in Adults With Diarrhea Predominant Irritable Bowel Syndrome,"The investigators will evaluate the efficacy of soy dietary fiber in adults with diarrhea predominant irritable bowel syndrome.The investigators will evaluate the efficacy of soy dietary fiber in adults with diarrhea predominant irritable bowel syndrome.The investigators will evaluate the efficacy of soy dietary fiber in adults with diarrhea predominant irritable bowel syndrome.The investigators will evaluate the efficacy of soy dietary fiber in adults with diarrhea predominant irritable bowel syndrome.
","13001 East 17th Place, Aurora, CO, United States",2015-10-22,2015-10-30,,,15,2015-03-30 03:32:11.76565,2015-03-30 03:32:11.76565,,pistolpatty@ucaurora.com,Dr. Stephen Spreck,t,-104.8377105,39.7451972
54,Perioperative Ketorolac-lidocaine in the Patients With Valvular Heart Diseases During Cesarean Delivery,"Rheumatic heart valve diseases are prevalent among the young people in Egypt secondary to the socioeconomic conditions. The goal of anesthetic management of these patients is maintenance of sinus rhythm, systemic blood pressure, preload, coronary perfusion, and cardiac output. Many women still prefer general anesthesia rather than regional techniques at the author's country.
The pharmacological modifications of the sympathetic response to tracheal intubation and surgical stimulation using opioids have adverse effects on the neonatal outcome after cesarean delivery. The authors have demonstrated in their previous studies the safety of both perioperative infusion of both of ketorolac and lidocaine in the attenuation of the hemodynamic and hormonal responses of tracheal intubation and surgery during cesarean delivery with favorable neonatal outcome and without added risk of perioperative bleeding. Therefore, the authors reported successful anesthetic management of a parturient with infective endocarditis on top of rheumatic mitral valve disease with use of paracetamol-lidocaine-ketorolac-propofol anesthesia.
The investigators hypothesize that the perioperative use of ketorolac-lidocaine would reduce the maternal hemodynamic responses to intubation and surgery without any harmful effects on mother or baby during uncomplicated cesarean delivery in the parturients with valvular hear diseases.
The investigators are aiming to compare the effects of ketorolac-lidocaine and fentanyl on surgical stress responses, intraoperative fentanyl and vasoactive drugs consumption and neonatal outcome during cesarean delivery in the parturients with valvular hear diseases.","1211 Medical Center Drive, Nashville, TN, United States",2015-08-12,2015-11-05,,,92,2015-03-30 02:36:59.808217,2015-03-30 02:36:59.808217,,harpo@vanderbilt.com,Dr. Harper Mixer,t,-86.8017829,36.1413237
55,Endothelial Dysfunction Evaluation for Coronary Heart Disease Risk Estimation in Rheumatoid Arthritis (EDRA Study),"ED, determined by pulse amplitude tonometry (PAT), will be evaluated at baseline in 3000 RA patients free of previous cardiovascular events. Incident CHD events during the 3-year planned follow-up will be registered. A measure of the incremental yield of ED will be obtained comparing 2-year Framingham risk score for CHD (FRS) and FRS plus ED differential prognostic performances by C-statics and risk reclassification analysis.","1211 Medical Center Drive, Nashville, TN, United States",2015-10-27,2015-11-26,,,92,2015-03-30 02:38:45.446008,2015-03-30 02:38:45.446008,,harpo@vanderbilt.com,Dr. Harper Mixer,t,-86.8017829,36.1413237
58,"Vaccine Therapy Plus Immune Adjuvant in Treating Patients With Chronic Myeloid Leukemia,","Vaccines made from peptides that are found on leukemia cells may make the body build an immune response and kill cancer cells. Combining vaccine therapy with the immune adjuvant Montanide ISA-51 may be a more effective treatment for chronic myeloid leukemia, acute myeloid leukemia, or myelodysplastic syndrome. This phase I/II trial is studying the side effects and best dose of vaccine therapy when given with Montanide ISA-51 and to see how well they work in treating patients with chronic myeloid leukemia, acute myeloid leukemia, or myelodysplastic syndrome","550 1st Avenue, NY, United States",2016-01-20,2016-03-24,1,30,3,2015-03-30 02:46:00.874065,2015-03-30 06:19:12.485635,,dotcom@nyu.com,Dr. Grizz Dotcom,t,-73.9740858,40.7423034
60,"Homoharringtonine With Oral Gleevec in Chronic, Accelerated and Blast Phase Chronic Myeloid Leukemia (CML)","Every 4 weeks, the study medicine Homoharringtonine will be given by vein daily for 5 days along with continuing daily doses of the approved medicine Gleevec taken by mouth. The safety and effectiveness of this combined treatment in CML patients will be studied. Patients who do not achieve a meaningful hematologic or cytogenetic response after 4 cycles or less will be discontinued. Otherwise, patients may continue additional cycles of this combined treatment for a maximum of 12 cycles.
","550 1st Avenue, NY, United States",2015-07-08,2015-12-18,,2,3,2015-03-30 02:49:29.739628,2015-03-30 03:02:43.506768,,dotcom@nyu.com,Dr. Grizz Dotcom,t,-73.9740858,40.7423034
62,Phase 1 Study of Terameprocol (EM-1421) in Patients With Leukemia,"The dose of Terameprocol (EM-1421) will be escalated in successive cohorts of 3 patients. Patients will be entered sequentially on each dose level. If none of the first 3 patients at a dose level experience first cycle drug related dose-limiting toxicity (DLT), new patients may be entered at the next higher dose level. If 1 of 3 patients experience first cycle DLT, up to 3 more patients are started at that same dose level. If 2 or more experience first cycle DLT, no further patients are started at that dose. The MTD is the highest dose level in which <2 patients of 6 develop a first cycle DLT. New dose levels may begin accrual only if all patients at the current dose level have been observed for a minimum of 3 weeks after the last infusion of Terameprocol (EM-1421). The recommended phase 2 dose (RP2D) will be the MTD unless significant clinical activity is seen below the MTD.
During the observation period of 3 weeks, additional accrual to a previously assessed lower dose level, with no documented DLTs, will be allowed with sponsor approval.
Patients will be treated three times a week, with at least one day in between infusions, for two weeks followed by one week of rest. The dose for new cohorts will be escalated from 1000, to 1500 and 2200 mg or de-escalated to 500 mg if 1000 mg exceeds the MTD. The principal investigator will consult with the sponsor to determine the appropriate dose level for a new patient. At the MTD, up to 10 additional patients may be accrued in that dose cohort to further define the toxicities and response of the agent. If the initial dose level exceeds the MTD, a fallback dose level of 500 mg will be implemented.
Patients are allowed to be treated with subsequent cycles of Terameprocol (EM-1421) until disease progression or until severe toxicities occur and side effects do not outweigh the benefit of study drug administration in the assessment of the treating physician.
Intrapatient dose escalation Intrapatient dose escalation by one dose level may be permitted, but only if at least 3 patients in the next higher dose level have been treated and have been followed for 21 days without experiencing DLT. Decisions for intrapatient dose escalation will be made jointly by the Study Sponsor, treating physician and Principal Investigator.
Terameprocol (EM-1421) as a single agent given intravenously over 6 hours three times a week for two weeks followed by one week rest (two weeks on, one week off)in the following dose cohorts starting with 1000 mg dose cohort.","757 Westwood Plaza, Los Angeles, CA, United States",2015-08-20,2015-10-23,,1,24,2015-03-30 02:54:07.978956,2015-03-30 03:02:30.93115,,cole@ucla.com,Dr. Colter Mixer,t,-118.4457428,34.0661172
63,Effect of Cyclosporine Therapy on Gene Expression in Patients With Large Granular Lymphocyte Leukemia,"Background:
LGL leukemia is a low grade non-Hodgkins Lymphoma characterized by tissue invasion of the marrow, spleen and liver
Recurrent infections due to chronic neutropenia and transfusion-dependent anemia are the principal causes for initiation of therapy
Approximately 50% of patients treated with cyclosporine (CSA) respond to treatment. CSA appears to correct the associated cytopenia without decreasing LGL numbers, suggesting it may inhibit LGL secretion of yet unidentified mediators of neutropenia and anemia.
Analysis of differential gene expression profiles in patients with LGL leukemia treated with cyclosporine has the potential to detect as yet unidentified, therapeutic targets and possibly provide predictors of CSA responsiveness.
Objective:
Identify changes in gene expression patterns induced by cyclosporine therapy in patients with LGL leukemia
Identify differences between responding and non-responding patients
Eligibility:
-Patients with Large Granular Lymphocyte leukemia
Design:
Patients will be treated with cyclosporine at a dose of 5-10mg/kg/day in divided doses, with doses adjusted to maintain a therapeutic serum level between 200-400ng/ml. These therapeutic levels shall be maintained for 3 months.
Tumor response will be evaluated after 3 months therapy, the dose of CsA may then be tapered to that required to sustain a response or discontinued if no evidence of response, or after relapse.
Blood sampling or Lymphapheresis for collection of circulating malignant cells will be performed at a number of different time points. Gene expression profiling will be carried out on Affymetrix microarrays to compare pretreatment and post-treatment samples.","757 Westwood Plaza, Los Angeles, CA, United States",2015-08-13,2015-12-31,,1,24,2015-03-30 02:55:43.926915,2015-03-30 03:02:30.933543,,cole@ucla.com,Dr. Colter Mixer,t,-118.4457428,34.0661172
65,Phase II Study of VELCADE for Relapsed or Refractory T-cell Prolymphocytic Leukemia,We hope to learn more about the clinical efficacy of bortezomib in T-cell prolymphocytic leukemia. Patients will be selected as a possible participant in this study because they have a bone marrow disorder known as T-cell prolymphocytic leukemia (T-cell PLL) which does not tend to respond well to conventional treatment with chemotherapy.,"757 Westwood Plaza, Los Angeles, CA, United States",2015-09-29,2015-10-22,,1,24,2015-03-30 02:59:08.340972,2015-03-30 03:02:30.938051,,cole@ucla.com,Dr. Colter Mixer,t,-118.4457428,34.0661172
64,A Study for Patients With Acute Leukemia,"This study is a multicenter, nonrandomized, open-label, dose-escalation with intra-patient dose-escalation, Phase 1 study of intravenous LY2523355 to determine the dose of LY2523355 that can be safely administered to patients with acute leukemia. Part A and Part B are dose escalation of two schedules in patients with acute leukemia. Parts A and B will enroll concurrently. Part C is a dose expansion for each schedule in patients with acute myeloblastic leukemia (AML).","757 Westwood Plaza, Los Angeles, CA, United States",2015-09-30,2015-12-31,1,22,24,2015-03-30 02:57:21.971242,2015-03-30 06:19:02.894961,,cole@ucla.com,Dr. Colter Mixer,t,-118.4457428,34.0661172
57,Multi-center Trial of Revlimid® and Rituximab for Relapsed or Refractory Chronic Lymphocytic Leukemia (CLL),"The Chronic Lymphocytic Leukemia (CLL) Research Consortium (CRC) is conducting a two-arm, multi-center phase II trial of Revlimid® and rituximab for Relapsed or Refractory CLL for patients under the age of 65 and patients 65 years and older.
Lenalidomide (Revlimid) is an immunomodulatory agent with promising clinical activity in CLL and is FDA approved for treatment of relapsed multiple myeloma and 5q-myelodysplastic syndrome. Rituximab (Rituxan) is a monoclonal antibody to CD20 that is approved for the treatment of CLL.
The primary objective of this study is to determine the overall response rate of the combination of Revlimid® and rituximab in previously treated CLL patients. All patients will receive treatment with Revlimid® starting at a low dose that will be dose escalated based on individual patient tolerability. The combination of Revlimid and Rituximab will be administered for a maximum of 7 cycles. Patients with residual leukemia following seven cycles of treatment with the combination may elect to continue on protocol for an additional 6 cycles of single agent Revlimid® consolidation.","550 1st Avenue, NY, United States",2015-10-14,2016-01-20,,2,3,2015-03-30 02:43:51.989635,2015-03-30 03:02:43.51287,,dotcom@nyu.com,Dr. Grizz Dotcom,t,-73.9740858,40.7423034
67,Dandelion Juice in the Treatment of Dyshidrotic Hand Eczema,"Dandelion juice has been used in herbal medicine for at least 1000 years. Vesicular hand eczema is a rare, but difficult to treat, type of hand eczema. One case report has shown that ingestion of dandelion juice could induce a beneficial effect on this type of eczema. The purpose of this study is to test whether this effect can be retrieved in other patients.","1 Medical Center Boulevard, Winston-Salem, NC, United States",2015-10-22,2016-01-07,,,82,2015-03-30 03:09:34.926277,2015-03-30 03:09:34.926277,,adalou@wfbmc.com,Dr. Louise Rogers,t,-80.2695779,36.0899096
80,Subsensory Sacral Nerve Stimulation for Irritable Bowel Syndrome,"Sacral nerve stimulation (SNS) has become a well-established treatment for patients with fecal incontinence since 1995. The mechanism of action of SNS is still not fully understood but recent studies have shown changes in both colonic motility and rectal sensibility. We have previously shown IBS patients to benefit from sacral nerves stimulation. With the present study, we aim to evaluate if subsensory sacral nerve stimulation is as effective as suprasensory sacral nerve stimulation.","13001 East 17th Place, Aurora, CO, United States",2015-08-06,2015-10-09,,,15,2015-03-30 03:33:27.359859,2015-03-30 03:33:27.359859,,pistolpatty@ucaurora.com,Dr. Stephen Spreck,t,-104.8377105,39.7451972
68,Hydrogel Patch for the Treatment of Eczema," bilaterally-controlled single center study involving 30 subjects age 13 and older with eczema. The primary objective of this clinical study is to determine whether occlusion of triamcinolone 0.1% cream (TAC) used to treat eczema with hydrogel patch improves its efficacy. A secondary objective is to determine whether eczema improves under occlusion with hydrogel patch alone. All subjects will have 3 target lesions of similar severity followed throughout the study. Patients will apply hydrogel patch alone to the first lesion, TAC 0.1% cream to the second lesion, and TAC 0.1% cream occluded by hydrogel patch to the third lesion. All treatments are twice a day for a maximum of 4 weeks or until lesions are cleared. The modified Eczema Area and Severity Index (EASI) score will be used to evaluate each lesion.
","1 Medical Center Boulevard, Winston-Salem, NC, United States",2015-11-25,2016-03-02,1,2,82,2015-03-30 03:10:51.653297,2015-03-30 07:01:52.359775,,adalou@wfbmc.com,Dr. Louise Rogers,t,-80.2695779,36.0899096
66,A Randomised Trial of a Moisturising Cream in Preventing Recurrence of Hand Eczema,"The purpose of this study is to investigate whether a moisturizing cream can prevent hand eczema.Patients with previous hand eczema will be studied. In the second part of the study, it will be explored if a treatment regimen of a topical corticosteroid once daily is not inferior to treatment twice daily.","1 Medical Center Boulevard, Winston-Salem, NC, United States",2015-08-26,2015-09-30,,2,82,2015-03-30 03:07:33.910321,2015-03-30 07:01:46.778347,,adalou@wfbmc.com,Dr. Louise Rogers,t,-80.2695779,36.0899096
69,Multicenter Clinical Study to Examine the Efficacy and Safety of Zarzenda in Patients With Hand Eczema,"The objective of the study is to demonstrate efficacy and safety of Zarzenda (a medical device) in the management of hand eczema.The objective of the study is to demonstrate efficacy and safety of Zarzenda (a medical device) in the management of hand eczema.
The objective of the study is to demonstrate efficacy and safety of Zarzenda (a medical device) in the management of hand eczema.
","1 Medical Center Boulevard, Winston-Salem, NC, United States",2015-11-18,2016-03-24,,2,82,2015-03-30 03:12:13.541678,2015-03-30 07:01:46.786438,,adalou@wfbmc.com,Dr. Louise Rogers,t,-80.2695779,36.0899096
70,Blue Light for Treating Eczema,"Monocenter, randomized, intraindividual, open label, exploratory study comparing 4 weeks of treatment with 453nm blue light with no treatment in patients with Eczema. Patients will be screened up to 28 days before start of treatment. During the screening visit, the purpose and procedures of the study will be explained to potential patients and informed consent will be obtained. In addition, fungal superinfection of the target area will be examined using direct preparations and mycology cultures. At the baseline visit, patients with Eczema will be determined and all inclusion and exclusion criteria will be assessed. For eligible patients, two comparable treatment areas will be randomized to treatment with blue light (target area) or to serve as untreated control area. After randomization, patients will receive treatment of the target area with 3 applications per week at the investigational site for a total treatment period of 4 weeks. During those 4 weeks, safety and effectiveness assessments will be performed at weekly intervals. After end of treatment, the patients will be followed-up for another 2 weeks. In case no full resolution of adverse events occurred at the 2 week follow-up visit, a follow-up call will be performed after another 2 weeks. Treatment responses will be photo documented","1 Medical Center Boulevard, Winston-Salem, NC, United States",2015-08-12,2015-11-19,,,82,2015-03-30 03:14:03.181427,2015-03-30 03:14:03.181427,,adalou@wfbmc.com,Dr. Louise Rogers,t,-80.2695779,36.0899096
76,Long-term Sacral Nerve Stimulation for Irritable Bowel Syndrome.,"A recent randomised, controlled, crossover study has shown that sacral nerve stimulation (SNS) significantly reduces symptoms and improves quality of life of highly selected patients with irritable bowel syndrome (IBS). Relief of IBS symptoms during SNS is associated with consistent changes in rectal sensitivity and biomechanical wall properties.
The aim of the present study is to evaluate long-term efficacy of sacral nerve stimulation on symptoms and quality of life in patients with IBS in a randomised, placebo-controlled, crossover study.","13001 East 17th Place, Aurora, CO, United States",2015-09-23,2015-10-01,,,15,2015-03-30 03:26:58.815951,2015-03-30 03:26:58.815951,,pistolpatty@ucaurora.com,Dr. Stephen Spreck,t,-104.8377105,39.7451972
77,"Efficacy, Safety, and Tolerability of JNJ-27018966 in the Treatment of Patients With Diarrhea-Predominant Irritable Bowel Syndrome","The study will consist of a pretreatment phase (consisting of an up to 1-week prescreening period and an up to 3-week screening period), a 52-week double-blind treatment phase and a 2-week post-treatment follow-up period.","13001 East 17th Place, Aurora, CO, United States",2015-10-28,2016-01-30,,,15,2015-03-30 03:28:30.786109,2015-03-30 03:28:30.786109,,pistolpatty@ucaurora.com,Dr. Stephen Spreck,t,-104.8377105,39.7451972
78,An Open Label Trial of Duloxetine in the Treatment of Irritable Bowel Syndrome and Comorbid Generalized Anxiety Disorder,"Generalized Anxiety Disorder (GAD) is commonly associated with Irritable Bowel Syndrome(IBS). The etiology of IBS remains unknown and it is often refractory to treatment. Duloxetine has demonstrated efficacy in the treatment of GAD as well as other pain disorders including fibromyalgia and diabetic neuropathy.
We plan to study 30 subjects with diagnoses of IBS and GAD between the ages of 18 and 65 years. There will be a single-blind placebo-run-in for the first 2 weeks, followed by open-label duloxetine for 12 weeks flexibly titrated to 120 mg/day. Subjects will be informed that they will receive placebo for 2 weeks during the trial. All study visits will be at Allegheny General Hospital Department of Psychiatry. The study consists of a total of nine office visits.","13001 East 17th Place, Aurora, CO, United States",2015-08-07,2015-10-30,,,15,2015-03-30 03:30:17.301014,2015-03-30 03:30:17.301014,,pistolpatty@ucaurora.com,Dr. Stephen Spreck,t,-104.8377105,39.7451972
