id,exclusion_id,trial_id,created_at,updated_at
368,38,83,2015-03-30 03:38:23.235227,2015-03-30 03:38:23.235227
369,55,83,2015-03-30 03:38:23.239125,2015-03-30 03:38:23.239125
370,1,84,2015-03-30 03:39:22.235161,2015-03-30 03:39:22.235161
371,1,85,2015-03-30 03:40:57.683237,2015-03-30 03:40:57.683237
372,15,85,2015-03-30 03:40:57.684882,2015-03-30 03:40:57.684882
373,1,86,2015-03-30 03:43:57.802503,2015-03-30 03:43:57.802503
374,4,86,2015-03-30 03:43:57.803893,2015-03-30 03:43:57.803893
375,6,86,2015-03-30 03:43:57.80505,2015-03-30 03:43:57.80505
376,7,86,2015-03-30 03:43:57.806129,2015-03-30 03:43:57.806129
377,8,86,2015-03-30 03:43:57.807225,2015-03-30 03:43:57.807225
378,12,86,2015-03-30 03:43:57.808859,2015-03-30 03:43:57.808859
379,31,86,2015-03-30 03:43:57.810542,2015-03-30 03:43:57.810542
380,1,87,2015-03-30 03:45:38.031402,2015-03-30 03:45:38.031402
381,3,87,2015-03-30 03:45:38.032682,2015-03-30 03:45:38.032682
382,4,87,2015-03-30 03:45:38.033828,2015-03-30 03:45:38.033828
383,12,87,2015-03-30 03:45:38.034972,2015-03-30 03:45:38.034972
384,23,87,2015-03-30 03:45:38.035961,2015-03-30 03:45:38.035961
385,43,87,2015-03-30 03:45:38.037062,2015-03-30 03:45:38.037062
386,1,88,2015-03-30 03:47:05.988608,2015-03-30 03:47:05.988608
387,6,88,2015-03-30 03:47:05.989973,2015-03-30 03:47:05.989973
388,7,88,2015-03-30 03:47:05.99125,2015-03-30 03:47:05.99125
389,39,88,2015-03-30 03:47:05.992384,2015-03-30 03:47:05.992384
390,1,89,2015-03-30 03:48:39.968306,2015-03-30 03:48:39.968306
391,2,89,2015-03-30 03:48:39.96944,2015-03-30 03:48:39.96944
392,56,89,2015-03-30 03:48:39.97296,2015-03-30 03:48:39.97296
393,57,89,2015-03-30 03:48:39.975013,2015-03-30 03:48:39.975013
394,1,90,2015-03-30 03:49:59.493951,2015-03-30 03:49:59.493951
395,9,90,2015-03-30 03:49:59.49546,2015-03-30 03:49:59.49546
396,12,90,2015-03-30 03:49:59.496853,2015-03-30 03:49:59.496853
397,32,90,2015-03-30 03:49:59.498516,2015-03-30 03:49:59.498516
398,1,91,2015-03-30 03:52:43.536606,2015-03-30 03:52:43.536606
399,6,91,2015-03-30 03:52:43.537994,2015-03-30 03:52:43.537994
400,7,91,2015-03-30 03:52:43.539316,2015-03-30 03:52:43.539316
401,12,91,2015-03-30 03:52:43.540561,2015-03-30 03:52:43.540561
402,1,92,2015-03-30 03:54:07.108935,2015-03-30 03:54:07.108935
403,6,92,2015-03-30 03:54:07.110416,2015-03-30 03:54:07.110416
404,7,92,2015-03-30 03:54:07.111816,2015-03-30 03:54:07.111816
405,58,92,2015-03-30 03:54:07.123576,2015-03-30 03:54:07.123576
406,1,93,2015-03-30 03:55:15.411851,2015-03-30 03:55:15.411851
407,6,93,2015-03-30 03:55:15.413747,2015-03-30 03:55:15.413747
408,7,93,2015-03-30 03:55:15.415419,2015-03-30 03:55:15.415419
409,9,93,2015-03-30 03:55:15.416887,2015-03-30 03:55:15.416887
410,12,93,2015-03-30 03:55:15.418041,2015-03-30 03:55:15.418041
411,1,94,2015-03-30 03:56:27.226487,2015-03-30 03:56:27.226487
412,9,94,2015-03-30 03:56:27.227901,2015-03-30 03:56:27.227901
413,12,94,2015-03-30 03:56:27.229156,2015-03-30 03:56:27.229156
414,32,94,2015-03-30 03:56:27.230295,2015-03-30 03:56:27.230295
415,1,95,2015-03-30 03:57:53.277362,2015-03-30 03:57:53.277362
416,2,95,2015-03-30 03:57:53.278723,2015-03-30 03:57:53.278723
417,6,95,2015-03-30 03:57:53.279942,2015-03-30 03:57:53.279942
418,7,95,2015-03-30 03:57:53.281149,2015-03-30 03:57:53.281149
419,8,95,2015-03-30 03:57:53.282405,2015-03-30 03:57:53.282405
420,12,95,2015-03-30 03:57:53.29083,2015-03-30 03:57:53.29083
421,1,96,2015-03-30 03:59:43.228027,2015-03-30 03:59:43.228027
422,16,96,2015-03-30 03:59:43.229456,2015-03-30 03:59:43.229456
423,16,97,2015-03-30 04:01:20.850991,2015-03-30 04:01:20.850991
424,34,97,2015-03-30 04:01:20.852248,2015-03-30 04:01:20.852248
425,36,97,2015-03-30 04:01:20.853387,2015-03-30 04:01:20.853387
426,38,98,2015-03-30 04:02:44.724478,2015-03-30 04:02:44.724478
427,1,99,2015-03-30 04:04:11.669185,2015-03-30 04:04:11.669185
428,16,99,2015-03-30 04:04:11.670885,2015-03-30 04:04:11.670885
429,1,100,2015-03-30 04:05:34.596667,2015-03-30 04:05:34.596667
430,13,100,2015-03-30 04:05:34.598041,2015-03-30 04:05:34.598041
431,16,100,2015-03-30 04:05:34.599297,2015-03-30 04:05:34.599297
